,disaster,disaster_type,date,lgt,lat,severity,highest_severity,moment,file
1219,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001012_post_disaster.json
1220,hurricane-michael,wind,2017-10-05 16:51:27,-85.71270438716645,30.18765168395835,1,Unknown,pre,hurricane-michael_00000461_pre_disaster.json
1221,midwest-flooding,flooding,2019-05-30 17:35:04,,,1,Unknown,post,midwest-flooding_00000115_post_disaster.json
1222,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7623745262126,38.51460399161827,1,no-damage,post,santa-rosa-wildfire_00000110_post_disaster.json
1223,midwest-flooding,flooding,2019-01-26 17:16:23,-96.215163626109,36.35892987273601,1,Unknown,pre,midwest-flooding_00000109_pre_disaster.json
1224,hurricane-florence,flooding,2018-04-06 15:49:36,-77.90320229972832,34.88824588227467,1,Unknown,pre,hurricane-florence_00000533_pre_disaster.json
1225,socal-fire,fire,2018-10-23 18:51:02,-118.7883297461827,34.05309407911812,1,Unknown,pre,socal-fire_00000793_pre_disaster.json
1226,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.66910169066828,29.82155767723162,1,Unknown,pre,hurricane-harvey_00000144_pre_disaster.json
1227,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00001003_pre_disaster.json
1228,santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7830534757356,38.53024904351394,1,Unknown,pre,santa-rosa-wildfire_00000101_pre_disaster.json
1229,socal-fire,fire,2018-11-14 18:42:58,-118.8462378270256,34.08902430261833,1,no-damage,post,socal-fire_00000363_post_disaster.json
1230,santa-rosa-wildfire,fire,2017-05-21 19:19:19,-122.6886013169967,38.55744346000516,1,Unknown,pre,santa-rosa-wildfire_00000252_pre_disaster.json
1231,hurricane-florence,flooding,2018-04-06 15:49:36,-77.92457019004911,34.56223798771961,1,Unknown,pre,hurricane-florence_00000099_pre_disaster.json
1232,midwest-flooding,flooding,2019-01-26 17:16:23,-96.28507262786435,35.93089630447619,1,Unknown,pre,midwest-flooding_00000197_pre_disaster.json
1233,mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.1913343417127,19.24843689534099,1,no-damage,post,mexico-earthquake_00000176_post_disaster.json
1234,santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7411529931932,38.4343036563068,1,Unknown,pre,santa-rosa-wildfire_00000175_pre_disaster.json
1235,socal-fire,fire,2018-11-14 18:42:58,-118.8557123260334,34.12705400208144,1,un-classified,post,socal-fire_00000135_post_disaster.json
1236,hurricane-florence,flooding,2018-09-20 16:04:41,-77.86553960512173,34.78820543311078,24,destroyed,post,hurricane-florence_00000508_post_disaster.json
1237,midwest-flooding,flooding,2019-05-30 17:35:04,-96.35971223534904,36.20695777655103,2,minor-damage,post,midwest-flooding_00000282_post_disaster.json
1238,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.6250194716255,29.96581901845547,1,Unknown,pre,hurricane-harvey_00000243_pre_disaster.json
1239,socal-fire,fire,2018-11-14 18:42:58,-118.9388117429687,34.09386234157598,4,destroyed,post,socal-fire_00000429_post_disaster.json
1240,santa-rosa-wildfire,fire,2017-05-21 19:19:19,-122.6829802363627,38.49218868520768,1,Unknown,pre,santa-rosa-wildfire_00000348_pre_disaster.json
1241,midwest-flooding,flooding,2019-01-26 17:16:23,-96.37735942104277,36.24582651311583,1,Unknown,pre,midwest-flooding_00000150_pre_disaster.json
1242,midwest-flooding,flooding,2019-01-26 17:17:36,-92.35783204755963,34.79055902568194,1,Unknown,pre,midwest-flooding_00000021_pre_disaster.json
1243,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.54987244744012,29.49804695045993,1,Unknown,pre,hurricane-harvey_00000248_pre_disaster.json
1244,hurricane-matthew,wind,2013-06-09 15:51:17,-74.11675480950612,18.56586273637691,1,Unknown,pre,hurricane-matthew_00000208_pre_disaster.json
1245,palu-tsunami,tsunami,2018-10-01 02:26:02,119.8319647529747,-0.8693752809707643,107,destroyed,post,palu-tsunami_00000088_post_disaster.json
1246,socal-fire,fire,2018-11-14 18:42:58,-118.8870822957567,34.07449096429288,19,destroyed,post,socal-fire_00000399_post_disaster.json
1247,hurricane-matthew,wind,2013-06-09 15:51:17,-74.09966921186361,18.56324602338211,1,Unknown,pre,hurricane-matthew_00000307_pre_disaster.json
1248,palu-tsunami,tsunami,2018-10-01 02:26:02,119.8835764841507,-0.8338839490310395,3,major-damage,post,palu-tsunami_00000175_post_disaster.json
1249,midwest-flooding,flooding,2019-01-26 17:16:23,-96.29626403628102,36.11723381222209,1,Unknown,pre,midwest-flooding_00000380_pre_disaster.json
1250,hurricane-matthew,wind,2013-06-09 15:51:17,-74.11094987130197,18.57448614222065,1,Unknown,pre,hurricane-matthew_00000248_pre_disaster.json
1251,socal-fire,fire,2018-10-23 18:50:43,-118.7374197843062,34.14722718858885,1,Unknown,pre,socal-fire_00000986_pre_disaster.json
1252,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000563_pre_disaster.json
1253,socal-fire,fire,2018-10-23 18:51:02,-118.7631169288939,34.15187624470072,1,Unknown,pre,socal-fire_00000608_pre_disaster.json
1254,hurricane-michael,wind,2018-10-13 16:48:15,-85.64935788428964,30.18918918895873,11,major-damage,post,hurricane-michael_00000261_post_disaster.json
1255,midwest-flooding,flooding,2019-05-30 17:35:04,,,1,Unknown,post,midwest-flooding_00000211_post_disaster.json
1256,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.57448055703792,29.50488481563765,1,Unknown,pre,hurricane-harvey_00000212_pre_disaster.json
1257,socal-fire,fire,2018-10-23 18:50:43,,,1,Unknown,pre,socal-fire_00001253_pre_disaster.json
1258,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.57693243127956,29.75972854992835,1,Unknown,pre,hurricane-harvey_00000358_pre_disaster.json
1259,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000403_pre_disaster.json
1260,mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.153049780225,19.27344887948322,6,minor-damage,post,mexico-earthquake_00000151_post_disaster.json
1261,socal-fire,fire,2018-11-14 18:42:58,-118.7924402454118,34.08859816945635,10,destroyed,post,socal-fire_00000938_post_disaster.json
1262,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000601_pre_disaster.json
1263,socal-fire,fire,2018-11-14 18:42:58,-118.7770874400366,34.11835358813686,1,no-damage,post,socal-fire_00000680_post_disaster.json
1264,hurricane-florence,flooding,2018-04-06 15:49:36,-77.9127959275533,34.55287302936765,1,Unknown,pre,hurricane-florence_00000115_pre_disaster.json
1265,socal-fire,fire,2018-10-23 18:50:43,,,1,Unknown,pre,socal-fire_00000892_pre_disaster.json
1266,hurricane-michael,wind,2017-11-29 16:28:19,-85.63180826681835,30.15194119011325,1,Unknown,pre,hurricane-michael_00000222_pre_disaster.json
1267,socal-fire,fire,2018-10-23 18:50:43,,,1,Unknown,pre,socal-fire_00001301_pre_disaster.json
1268,hurricane-florence,flooding,2018-04-06 15:49:36,-77.89045669553374,34.62379186675871,1,Unknown,pre,hurricane-florence_00000085_pre_disaster.json
1269,hurricane-michael,wind,2018-10-13 16:48:15,-85.61040680572731,30.17149556908347,9,minor-damage,post,hurricane-michael_00000177_post_disaster.json
1270,hurricane-florence,flooding,2018-09-20 16:04:41,-77.98129258868619,34.75725399590041,1,no-damage,post,hurricane-florence_00000362_post_disaster.json
1271,socal-fire,fire,2018-11-14 18:42:58,-118.8228289282484,34.08911284739457,7,destroyed,post,socal-fire_00001078_post_disaster.json
1272,hurricane-florence,flooding,2018-04-06 15:49:36,-77.90882955314163,34.57124161475646,1,Unknown,pre,hurricane-florence_00000037_pre_disaster.json
1273,socal-fire,fire,2018-10-23 18:51:02,-118.7722674139376,34.04733080010784,1,Unknown,pre,socal-fire_00000947_pre_disaster.json
1274,socal-fire,fire,2018-11-14 18:42:58,-118.7768857460597,34.11835227750021,1,no-damage,post,socal-fire_00000914_post_disaster.json
1275,hurricane-matthew,wind,2013-06-09 15:50:52,-73.5363114449237,18.27064946235426,1,Unknown,pre,hurricane-matthew_00000311_pre_disaster.json
1276,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.5819730258055,29.47175575781907,1,Unknown,pre,hurricane-harvey_00000300_pre_disaster.json
1277,hurricane-harvey,flooding,2017-02-16 17:11:58,,,1,Unknown,pre,hurricane-harvey_00000286_pre_disaster.json
1278,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.61697584522464,29.77859156331622,1,Unknown,pre,hurricane-harvey_00000408_pre_disaster.json
1279,midwest-flooding,flooding,2019-05-30 17:35:04,-96.34363466469665,36.11919209882637,22,destroyed,post,midwest-flooding_00000435_post_disaster.json
1280,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.57277648865336,29.5226150280138,1,Unknown,pre,hurricane-harvey_00000221_pre_disaster.json
1281,socal-fire,fire,2018-10-23 18:50:43,,,1,Unknown,pre,socal-fire_00001169_pre_disaster.json
1282,midwest-flooding,flooding,2019-05-30 17:35:22,,,1,Unknown,post,midwest-flooding_00000087_post_disaster.json
1283,hurricane-michael,wind,2018-10-13 16:48:15,-85.61206241283116,30.30926719918089,14,destroyed,post,hurricane-michael_00000367_post_disaster.json
1284,santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7296758612844,38.47550840606299,1,Unknown,pre,santa-rosa-wildfire_00000079_pre_disaster.json
1285,midwest-flooding,flooding,2019-05-30 17:35:04,-96.28572641659804,35.95963740202246,2,minor-damage,post,midwest-flooding_00000398_post_disaster.json
1286,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.63486025316897,29.84555751394261,1,Unknown,pre,hurricane-harvey_00000146_pre_disaster.json
1287,palu-tsunami,tsunami,2017-01-24 02:18:34,119.8324395434423,-0.8691840471015745,1,Unknown,pre,palu-tsunami_00000042_pre_disaster.json
1288,socal-fire,fire,2018-11-14 18:42:58,-118.8170385758303,34.08677970118177,61,destroyed,post,socal-fire_00000862_post_disaster.json
1289,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.59651419033136,29.75217996033621,354,major-damage,post,hurricane-harvey_00000477_post_disaster.json
1290,socal-fire,fire,2018-11-14 18:42:58,-118.8090438154614,34.07421835015534,4,destroyed,post,socal-fire_00001237_post_disaster.json
1291,midwest-flooding,flooding,2019-01-26 17:16:23,-96.21938998720054,36.38875089578141,1,Unknown,pre,midwest-flooding_00000076_pre_disaster.json
1292,socal-fire,fire,2018-10-23 18:51:21,,,1,Unknown,pre,socal-fire_00000259_pre_disaster.json
1293,socal-fire,fire,2018-11-14 18:42:58,-118.7949679139756,34.12231594514198,3,major-damage,post,socal-fire_00000642_post_disaster.json
1294,hurricane-michael,wind,2018-10-13 16:48:15,-85.60958454240544,30.31220424806633,9,major-damage,post,hurricane-michael_00000339_post_disaster.json
1295,hurricane-florence,flooding,2018-04-06 15:49:36,-77.92691709919136,34.60559065421756,1,Unknown,pre,hurricane-florence_00000044_pre_disaster.json
1296,hurricane-michael,wind,2017-11-29 16:28:19,-85.61671674685152,30.14702643295604,1,Unknown,pre,hurricane-michael_00000293_pre_disaster.json
1297,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000958_post_disaster.json
1298,midwest-flooding,flooding,2019-05-30 17:35:04,-96.38409586867236,36.090740051475,1,no-damage,post,midwest-flooding_00000438_post_disaster.json
1299,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7146673959081,38.54155941648194,16,destroyed,post,santa-rosa-wildfire_00000233_post_disaster.json
1300,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.62872738254124,29.8352873235437,17,destroyed,post,hurricane-harvey_00000130_post_disaster.json
1301,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001082_post_disaster.json
1302,socal-fire,fire,2018-11-14 18:42:58,-118.8676103756394,34.08116964849346,19,destroyed,post,socal-fire_00000081_post_disaster.json
1303,hurricane-michael,wind,2017-11-29 16:28:19,-85.63198803168063,30.3139395123416,1,Unknown,pre,hurricane-michael_00000325_pre_disaster.json
1304,hurricane-florence,flooding,2018-04-06 15:49:36,-77.9325456958173,34.78029423607939,1,Unknown,pre,hurricane-florence_00000424_pre_disaster.json
1305,socal-fire,fire,2018-10-23 18:50:43,-118.723832602352,34.03268758012611,1,Unknown,pre,socal-fire_00001228_pre_disaster.json
1306,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.59934675005775,29.53129472001248,1,Unknown,pre,hurricane-harvey_00000323_pre_disaster.json
1307,hurricane-michael,wind,2017-11-29 16:28:19,-85.65234161812084,30.24131280711272,1,Unknown,pre,hurricane-michael_00000424_pre_disaster.json
1308,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.6983194474692,38.55507229547606,105,destroyed,post,santa-rosa-wildfire_00000056_post_disaster.json
1309,hurricane-matthew,wind,2013-01-05 16:02:21,-73.78502115783313,18.21432505726733,1,Unknown,pre,hurricane-matthew_00000016_pre_disaster.json
1310,socal-fire,fire,2018-10-23 18:50:43,,,1,Unknown,pre,socal-fire_00001315_pre_disaster.json
1311,socal-fire,fire,2018-10-23 18:50:43,-118.7345861451621,34.16204168561314,1,Unknown,pre,socal-fire_00001272_pre_disaster.json
1312,socal-fire,fire,2018-10-23 18:51:02,-118.8798595912592,34.0588489608026,1,Unknown,pre,socal-fire_00000503_pre_disaster.json
1313,hurricane-michael,wind,2017-10-05 16:51:27,-85.67903345051218,30.18060288857785,1,Unknown,pre,hurricane-michael_00000439_pre_disaster.json
1314,midwest-flooding,flooding,2019-05-30 17:35:04,-96.37735942101882,36.24582651309838,3,minor-damage,post,midwest-flooding_00000150_post_disaster.json
1315,hurricane-michael,wind,2018-10-13 16:48:15,-85.66282315089467,30.16501562718358,59,major-damage,post,hurricane-michael_00000286_post_disaster.json
1316,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.64497966822049,29.84452216757715,1,Unknown,pre,hurricane-harvey_00000134_pre_disaster.json
1317,hurricane-matthew,wind,2016-10-01 15:29:45,-73.78502115783333,18.21432505726729,17,destroyed,post,hurricane-matthew_00000016_post_disaster.json
1318,socal-fire,fire,2018-11-14 18:42:58,-118.8130763350248,34.13083363220733,19,destroyed,post,socal-fire_00000909_post_disaster.json
1319,midwest-flooding,flooding,2019-05-30 17:35:22,-96.20905927763,36.37235872129444,1,no-damage,post,midwest-flooding_00000100_post_disaster.json
1320,socal-fire,fire,2018-11-14 18:42:58,-118.8759621961513,34.09372379174087,126,destroyed,post,socal-fire_00000114_post_disaster.json
1321,hurricane-florence,flooding,2018-09-20 16:04:41,-78.0191709764942,34.73916267153559,3,minor-damage,post,hurricane-florence_00000416_post_disaster.json
1322,palu-tsunami,tsunami,2017-01-24 02:18:34,119.8541389347029,-0.7339937976416278,1,Unknown,pre,palu-tsunami_00000003_pre_disaster.json
1323,palu-tsunami,tsunami,2018-10-01 02:26:02,119.8015641713938,-0.7956776950109374,18,destroyed,post,palu-tsunami_00000108_post_disaster.json
1324,palu-tsunami,tsunami,2018-10-01 02:26:02,,,1,Unknown,post,palu-tsunami_00000049_post_disaster.json
1325,hurricane-matthew,wind,2016-10-10 16:04:56,,,1,Unknown,post,hurricane-matthew_00000381_post_disaster.json
1326,palu-tsunami,tsunami,2018-10-01 02:26:02,119.8603230410262,-0.888347146432615,7,destroyed,post,palu-tsunami_00000087_post_disaster.json
1327,mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.16722610918323,19.29302099104271,1,no-damage,post,mexico-earthquake_00000126_post_disaster.json
1328,palu-tsunami,tsunami,2017-01-24 02:18:34,119.8809689309652,-0.8879787496095883,1,Unknown,pre,palu-tsunami_00000152_pre_disaster.json
1329,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00001175_pre_disaster.json
1330,hurricane-michael,wind,2017-11-29 16:28:19,-85.61098126312251,30.23626236317006,1,Unknown,pre,hurricane-michael_00000388_pre_disaster.json
1331,hurricane-florence,flooding,2018-09-20 16:04:41,-77.9335326890893,34.54937087604796,1,no-damage,post,hurricane-florence_00000091_post_disaster.json
1332,hurricane-matthew,wind,2016-10-01 15:29:45,-73.74819704893042,18.19546569592742,977,major-damage,post,hurricane-matthew_00000158_post_disaster.json
1333,hurricane-michael,wind,2017-10-05 16:51:27,-85.70332740621043,30.18018155437035,1,Unknown,pre,hurricane-michael_00000462_pre_disaster.json
1334,hurricane-florence,flooding,2018-04-06 15:49:36,-77.93823423584362,34.76702614329202,1,Unknown,pre,hurricane-florence_00000406_pre_disaster.json
1335,santa-rosa-wildfire,fire,2017-05-21 19:19:19,-122.6588601843754,38.49985277507336,1,Unknown,pre,santa-rosa-wildfire_00000298_pre_disaster.json
1336,hurricane-florence,flooding,2018-04-06 15:49:36,-77.97109278219737,34.69423752939741,1,Unknown,pre,hurricane-florence_00000293_pre_disaster.json
1337,hurricane-florence,flooding,2018-04-06 15:49:36,-77.97996603750231,34.70408268027968,1,Unknown,pre,hurricane-florence_00000312_pre_disaster.json
1338,mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.21340813698956,19.31875120453032,1,no-damage,post,mexico-earthquake_00000067_post_disaster.json
1339,palu-tsunami,tsunami,2017-01-24 02:18:34,119.8681506625901,-0.7939716929194653,1,Unknown,pre,palu-tsunami_00000023_pre_disaster.json
1340,socal-fire,fire,2018-10-23 18:51:02,-118.8906022798149,34.04270395938688,1,Unknown,pre,socal-fire_00000442_pre_disaster.json
1341,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.782513788151,38.51342650200804,5,major-damage,post,santa-rosa-wildfire_00000180_post_disaster.json
1342,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.53297113226586,29.74755457515745,292,destroyed,post,hurricane-harvey_00000491_post_disaster.json
1343,midwest-flooding,flooding,2019-01-26 17:16:23,-96.20705202231247,36.34884819081401,1,Unknown,pre,midwest-flooding_00000095_pre_disaster.json
1344,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000383_post_disaster.json
1345,socal-fire,fire,2018-10-23 18:50:43,,,1,Unknown,pre,socal-fire_00001283_pre_disaster.json
1346,midwest-flooding,flooding,2019-05-31 16:54:31,-92.33243760915688,34.73332873218268,1,no-damage,post,midwest-flooding_00000062_post_disaster.json
1347,santa-rosa-wildfire,fire,2017-05-21 19:19:19,-122.6418960633635,38.50738197579696,1,Unknown,pre,santa-rosa-wildfire_00000312_pre_disaster.json
1348,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.6850592543994,38.52210947485234,31,destroyed,post,santa-rosa-wildfire_00000318_post_disaster.json
1349,hurricane-matthew,wind,2013-01-05 16:02:21,-73.7817592711942,18.18324726652349,1,Unknown,pre,hurricane-matthew_00000063_pre_disaster.json
1350,hurricane-florence,flooding,2018-08-23 16:38:58,-78.99790183065605,33.65058592731199,1,Unknown,pre,hurricane-florence_00000016_pre_disaster.json
1351,midwest-flooding,flooding,2019-01-26 17:16:23,-96.23665541107052,36.41652188453779,1,Unknown,pre,midwest-flooding_00000077_pre_disaster.json
