disaster,disaster_type,date,lgt,lat,severity,highest_severity,moment,file
santa-rosa-wildfire,fire,2017-05-21 19:19:19,-122.6534862603835,38.44263965137635,1,Unknown,pre,santa-rosa-wildfire_00000355_pre_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.6818077862035,38.55128503565476,10,destroyed,post,santa-rosa-wildfire_00000183_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.7572804664159,34.10603536917866,37,destroyed,post,socal-fire_00000987_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001004_post_disaster.json
hurricane-matthew,wind,2013-06-09 15:51:17,,,1,Unknown,pre,hurricane-matthew_00000187_pre_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.94625418187358,34.55944010445025,1,no-damage,post,hurricane-florence_00000073_post_disaster.json
santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7623745277008,38.5146039918272,1,Unknown,pre,santa-rosa-wildfire_00000110_pre_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.62990301723858,30.1013066763304,1,no-damage,post,hurricane-michael_00000005_post_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.91250800218005,34.72526204592373,1,Unknown,pre,hurricane-florence_00000493_pre_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.8710979341804,34.55474845991727,1,Unknown,pre,hurricane-florence_00000195_pre_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.690047100398,38.49256869566791,36,destroyed,post,santa-rosa-wildfire_00000272_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.8563289884159,34.11079267073961,7,destroyed,post,socal-fire_00000116_post_disaster.json
guatemala-volcano,volcano,2018-06-22 16:55:40,-90.85526687482829,14.38150221894839,1,no-damage,post,guatemala-volcano_00000024_post_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.90844811852511,34.56450478742653,1,no-damage,post,hurricane-florence_00000045_post_disaster.json
palu-tsunami,tsunami,2018-10-01 02:26:02,119.8320446746178,-0.8739860991895022,57,destroyed,post,palu-tsunami_00000045_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.7875624845246,34.10923796577728,1,no-damage,post,socal-fire_00000916_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00001045_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.8959025311814,34.11928554135039,1,Unknown,pre,socal-fire_00000050_pre_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.87919722676669,34.55487988868978,1,Unknown,pre,hurricane-florence_00000147_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:17:36,-92.32759354981408,34.73277350125699,1,Unknown,pre,midwest-flooding_00000064_pre_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.64204599449889,30.16239337505944,17,major-damage,post,hurricane-michael_00000302_post_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.98129258868619,34.75725399590041,1,no-damage,post,hurricane-florence_00000362_post_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:22,-96.2172575336647,36.18534191765629,1,no-damage,post,midwest-flooding_00000338_post_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7208988628363,38.49232008893944,44,destroyed,post,santa-rosa-wildfire_00000027_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000858_post_disaster.json
midwest-flooding,flooding,2019-05-31 16:54:31,-92.33339644298199,34.79541239632015,10,destroyed,post,midwest-flooding_00000005_post_disaster.json
mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.14825533775775,19.32660568878285,23,major-damage,post,mexico-earthquake_00000052_post_disaster.json
palu-tsunami,tsunami,2017-01-24 02:18:34,119.8544365965819,-0.7424402012328181,1,Unknown,pre,palu-tsunami_00000007_pre_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.6321075331154,29.72753199952607,1,Unknown,pre,hurricane-harvey_00000210_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000335_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000547_post_disaster.json
mexico-earthquake,earthquake,2017-01-04 17:31:25,-99.18153512741839,19.28669849124686,1,Unknown,pre,mexico-earthquake_00000127_pre_disaster.json
palu-tsunami,tsunami,2018-10-01 02:26:02,119.8452223673718,-0.8975050766219559,67,destroyed,post,palu-tsunami_00000068_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.877654098694,34.13019648501605,1,Unknown,pre,socal-fire_00000093_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.21459407330933,36.14594932261457,1,Unknown,pre,midwest-flooding_00000368_pre_disaster.json
hurricane-florence,flooding,2018-08-23 16:38:58,-79.05669606652528,33.6077045530897,1,Unknown,pre,hurricane-florence_00000000_pre_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.6142574170253,30.30375018306276,1,Unknown,pre,hurricane-michael_00000343_pre_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:22,-96.23230926240993,36.23050615511605,2,minor-damage,post,midwest-flooding_00000236_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.7701339170705,34.14381011937441,1,Unknown,pre,socal-fire_00000577_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.85550337266,34.03552290847041,1,Unknown,pre,socal-fire_00000286_pre_disaster.json
santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7343924315549,38.42167501553883,1,Unknown,pre,santa-rosa-wildfire_00000165_pre_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.5713127212469,29.75715278514638,432,destroyed,post,hurricane-harvey_00000437_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000457_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000076_post_disaster.json
socal-fire,fire,2018-10-23 18:51:21,,,1,Unknown,pre,socal-fire_00000051_pre_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.6289752752616,30.2297093497265,1,Unknown,pre,hurricane-michael_00000208_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:21,,,1,Unknown,pre,socal-fire_00000292_pre_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.63760049330878,29.76193644441401,1,Unknown,pre,hurricane-harvey_00000237_pre_disaster.json
hurricane-matthew,wind,2016-10-10 16:04:56,-74.14816116486868,18.58343642351542,78,destroyed,post,hurricane-matthew_00000211_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.69335761985207,30.16448305653221,20,major-damage,post,hurricane-michael_00000419_post_disaster.json
hurricane-matthew,wind,2013-06-09 15:51:17,-74.09758927337194,18.26755847727106,1,Unknown,pre,hurricane-matthew_00000400_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.20905927766353,36.37235872132002,1,Unknown,pre,midwest-flooding_00000100_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.8942592478648,34.0745490343999,1,Unknown,pre,socal-fire_00000389_pre_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-78.00287178484922,34.74973333206155,1,Unknown,pre,hurricane-florence_00000349_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.36146066225876,36.25354691165837,1,Unknown,pre,midwest-flooding_00000120_pre_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.64493248434313,29.75368548906448,1,no-damage,post,hurricane-harvey_00000214_post_disaster.json
santa-rosa-wildfire,fire,2017-05-21 19:19:19,-122.6719997815195,38.47562262566407,1,Unknown,pre,santa-rosa-wildfire_00000368_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000445_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.7916802519855,34.12003766533419,1,Unknown,pre,socal-fire_00000651_pre_disaster.json
santa-rosa-wildfire,fire,2017-05-21 19:19:19,-122.6944876467613,38.50404147237177,1,Unknown,pre,santa-rosa-wildfire_00000340_pre_disaster.json
socal-fire,fire,2018-10-23 18:50:43,-118.7232767732192,34.04683230891361,1,Unknown,pre,socal-fire_00001317_pre_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.64859602369015,30.23415045858768,1,Unknown,pre,hurricane-michael_00000072_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000421_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000477_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.612390791206,30.174522704754,28,destroyed,post,hurricane-michael_00000265_post_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,-96.34025679497154,36.10884442629162,2,minor-damage,post,midwest-flooding_00000433_post_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.91165396612752,34.64430447530702,1,Unknown,pre,hurricane-florence_00000313_pre_disaster.json
hurricane-matthew,wind,2016-10-11 15:59:14,-74.13696700519509,18.6490955680315,43,destroyed,post,hurricane-matthew_00000347_post_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,-96.3198858526794,36.223556988079,1,no-damage,post,midwest-flooding_00000194_post_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.61696469395726,29.78644350407519,1,Unknown,pre,hurricane-harvey_00000348_pre_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.63321639123139,30.21836084752568,77,destroyed,post,hurricane-michael_00000210_post_disaster.json
palu-tsunami,tsunami,2018-02-20 02:24:45,119.9280703623792,-0.9805182218434886,1,Unknown,pre,palu-tsunami_00000187_pre_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,,,1,Unknown,pre,hurricane-michael_00000025_pre_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,-96.34044367147462,36.13169533767634,5,major-damage,post,midwest-flooding_00000326_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,,,1,Unknown,post,hurricane-harvey_00000217_post_disaster.json
santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.6990566834689,38.49187698176392,1,Unknown,pre,santa-rosa-wildfire_00000130_pre_disaster.json
palu-tsunami,tsunami,2016-10-25 02:26:09,119.8160507879336,-0.8417216141882986,1,Unknown,pre,palu-tsunami_00000148_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.27406449405215,35.95762760003306,1,Unknown,pre,midwest-flooding_00000404_pre_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.59414889304789,29.50964724272581,1,Unknown,pre,hurricane-harvey_00000270_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.31812804365528,36.23838977911146,1,Unknown,pre,midwest-flooding_00000196_pre_disaster.json
mexico-earthquake,earthquake,2017-01-04 17:31:25,-99.18007417631823,19.32562961427238,1,Unknown,pre,mexico-earthquake_00000041_pre_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.6225226693885,29.53744053666583,1,Unknown,pre,hurricane-harvey_00000327_pre_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.61429653961429,30.13767450750737,10,destroyed,post,hurricane-michael_00000028_post_disaster.json
hurricane-matthew,wind,2016-10-10 16:04:56,-74.13805319248178,18.58295767534628,15,destroyed,post,hurricane-matthew_00000219_post_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:22,-96.23314733334392,36.2069753136173,5,major-damage,post,midwest-flooding_00000328_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.59705833442094,29.77326738947553,1,no-damage,post,hurricane-harvey_00000412_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000141_post_disaster.json
mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.22851357116217,19.31800656668975,10,minor-damage,post,mexico-earthquake_00000003_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.7501593284984,34.16369573077239,1,Unknown,pre,socal-fire_00000495_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.8906022798149,34.04270395938688,1,Unknown,pre,socal-fire_00000442_pre_disaster.json
santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7194873527741,38.54280049085953,1,Unknown,pre,santa-rosa-wildfire_00000146_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.7675451702853,34.03092503959255,1,Unknown,pre,socal-fire_00001159_pre_disaster.json
socal-fire,fire,2018-10-23 18:50:43,,,1,Unknown,pre,socal-fire_00001283_pre_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.63873312399356,30.23042007797528,1,Unknown,pre,hurricane-michael_00000189_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.8697254415023,34.0922378355252,39,destroyed,post,socal-fire_00000124_post_disaster.json
socal-fire,fire,2018-10-23 18:51:21,,,1,Unknown,pre,socal-fire_00000748_pre_disaster.json
hurricane-matthew,wind,2016-10-10 16:04:56,-74.12600031598502,18.5623883892467,64,destroyed,post,hurricane-matthew_00000279_post_disaster.json
hurricane-michael,wind,2017-10-05 16:51:27,-85.69287646857653,30.16568990002641,1,Unknown,pre,hurricane-michael_00000446_pre_disaster.json
guatemala-volcano,volcano,2018-02-05 17:10:04,-90.82915016872234,14.40987799144461,1,Unknown,pre,guatemala-volcano_00000025_pre_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.63180826681835,30.15194119011325,1,Unknown,pre,hurricane-michael_00000222_pre_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.92333504426747,34.63614909816383,1,Unknown,pre,hurricane-florence_00000300_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.37118682108168,36.11977995088636,1,Unknown,pre,midwest-flooding_00000430_pre_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.92355222072324,34.79711871825884,3,major-damage,post,hurricane-florence_00000444_post_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-78.00026111193841,34.7249677199038,11,major-damage,post,hurricane-florence_00000394_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.64575709415988,30.22618806292725,11,minor-damage,post,hurricane-michael_00000075_post_disaster.json
hurricane-matthew,wind,2013-01-05 16:02:21,-73.75183940061973,18.2270596048974,1,Unknown,pre,hurricane-matthew_00000030_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,,,1,Unknown,pre,midwest-flooding_00000188_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000838_pre_disaster.json
mexico-earthquake,earthquake,2017-01-04 17:31:25,-99.19510607260153,19.26427904218669,1,Unknown,pre,mexico-earthquake_00000155_pre_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.93254569586205,34.7802942360488,1,no-damage,post,hurricane-florence_00000424_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000508_post_disaster.json
hurricane-matthew,wind,2016-10-01 15:29:45,-73.77481327502015,18.19670032911253,2,minor-damage,post,hurricane-matthew_00000070_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.61711203723675,29.76953093206765,186,destroyed,post,hurricane-harvey_00000392_post_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,-96.38035876172789,36.22594594563044,15,destroyed,post,midwest-flooding_00000175_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.7865348107536,34.03742032537615,1,Unknown,pre,socal-fire_00001344_pre_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.91394076057468,34.56509844993327,1,Unknown,pre,hurricane-florence_00000185_pre_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,,,1,Unknown,post,santa-rosa-wildfire_00000247_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.60316554702452,29.51961121234617,13,major-damage,post,hurricane-harvey_00000203_post_disaster.json
guatemala-volcano,volcano,2018-02-05 17:10:04,-90.85526687482084,14.38150221894923,1,Unknown,pre,guatemala-volcano_00000024_pre_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,-96.34713175260806,36.23939280837057,2,minor-damage,post,midwest-flooding_00000157_post_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.9151357004519,34.77636019432041,133,major-damage,post,hurricane-florence_00000485_post_disaster.json
hurricane-matthew,wind,2013-06-09 15:50:52,-73.55515686132402,18.26748445455561,1,Unknown,pre,hurricane-matthew_00000350_pre_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.751839643549,38.47574910474054,611,destroyed,post,santa-rosa-wildfire_00000155_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.8322314452573,34.03095498891102,1,Unknown,pre,socal-fire_00000308_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.8830914434215,34.13078863147478,1,no-damage,post,socal-fire_00000084_post_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,-96.37493817446202,36.10967922974343,2,minor-damage,post,midwest-flooding_00000426_post_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.65978605359184,30.1029678315757,1,Unknown,pre,hurricane-michael_00000130_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.8090438154581,34.07421835015694,1,Unknown,pre,socal-fire_00001237_pre_disaster.json
socal-fire,fire,2018-10-23 18:50:43,,,1,Unknown,pre,socal-fire_00001253_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,,,1,Unknown,pre,midwest-flooding_00000074_pre_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.57074508128703,29.53311778363207,1,Unknown,pre,hurricane-harvey_00000336_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.7840100999962,34.03373787374042,4,major-damage,post,socal-fire_00001105_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.8791452584142,34.09251718654918,16,destroyed,post,socal-fire_00000106_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000939_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.36068271796492,36.0834339349846,1,Unknown,pre,midwest-flooding_00000424_pre_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.99555688971279,34.73393927758637,1,Unknown,pre,hurricane-florence_00000374_pre_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.66321177111766,30.21768140326578,1,Unknown,pre,hurricane-michael_00000048_pre_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,-96.34335949935236,36.26490287156066,28,destroyed,post,midwest-flooding_00000172_post_disaster.json
